timestamp,model,row_index,tweet_id,screen_name,elapsed_sec,raw_output,extracted_value,mapped_utile,prompt_used,text_preview,judge_verdict,judge_name
2025-11-18 15:35:06,llama3.2:3b,11,,Freebox,0.266,"{""status"": ""not_problem""}",not_problem,false,custom,"RT @free: L'application Freebox Home est maintenant disponible en version officielle pour Android &amp; iOS. 📲\nPour la télécharger, c'est ici➡️…","{'verdict': 'pass', 'reason': 'Classification aligns with heuristic keywords.'}",J_utile_consistency
2025-11-18 15:35:06,llama3.2:3b,12,,Freebox,0.241,"{""status"": ""problem""}",problem,true,custom,"RT @Free_1337: Une coupure de fibres ""multi opérateurs"" engendre depuis ce matin des perturbations de service sur Saint Pol sur Ternoise (6…","{'verdict': 'pass', 'reason': 'Classification aligns with heuristic keywords.'}",J_utile_consistency
2025-11-18 15:35:06,llama3.2:3b,13,,Freebox,0.241,"{""status"": ""problem""}",problem,true,custom,RT @Free_1337: Nous avons un incident qui engendre une perte de service de certains abonnés sur les villes de Laon et Soissons (02). Une in…,"{'verdict': 'pass', 'reason': 'Classification aligns with heuristic keywords.'}",J_utile_consistency
2025-11-18 15:35:07,llama3.2:3b,14,,Freebox,0.237,"{""status"": ""problem""}",problem,true,custom,RT @Free_1337: Une rupture de fibre entraîne des perturbations de service dans la région de Cernay La Ville et Chevreuse (78). Une équipe e…,"{'verdict': 'pass', 'reason': 'Classification aligns with heuristic keywords.'}",J_utile_consistency
2025-11-18 15:35:07,llama3.2:3b,15,,Freebox,0.231,"{""status"": ""problem""}",problem,true,custom,RT @Free_1337: Une rupture de fibre entraîne des perturbations de service depuis 14h30 sur une partie de Strasbourg / Koenigshoffen / Crone…,"{'verdict': 'pass', 'reason': 'Classification aligns with heuristic keywords.'}",J_utile_consistency
2025-11-18 15:35:07,llama3.2:3b,16,,Free_1337,0.228,"{""status"": ""problem""}",problem,true,custom,"Un incident sur nos fibres engendre des perturbations de service sur une partie des départements du Lot (46) et de l'Aveyron (12).\nDes investigations sont en cours, merci de votre patience.","{'verdict': 'pass', 'reason': 'Classification aligns with heuristic keywords.'}",J_utile_consistency
2025-11-18 15:35:07,llama3.2:3b,17,,Freebox,0.234,"{""status"": ""problem""}",problem,true,custom,RT @Free_1337: Un incident sur nos fibres engendre des perturbations de service sur une partie des départements du Lot (46) et de l'Aveyron…,"{'verdict': 'pass', 'reason': 'Classification aligns with heuristic keywords.'}",J_utile_consistency
2025-11-18 15:35:07,llama3.2:3b,18,,Freebox,0.239,"{""status"": ""not_problem""}",not_problem,false,custom,Les équipes de l’assistance Free vous souhaitent de joyeuses fêtes ! Nos services profitent aussi des fêtes ce 25 décembre et seront de retour le 26 dès 9h00 ! 🎅🏻🎁 https://t.co/dhPpFn9nfG,"{'verdict': 'fail', 'reason': 'Tweet looks like an issue but classification flagged otherwise.'}",J_utile_consistency
2025-11-18 15:35:08,llama3.2:3b,19,,Freebox,0.249,"{""status"": ""not_problem""}",not_problem,false,custom,Les équipes de l’assistance Free vous souhaitent une excellente année 2022 ! Nous ferons aussi la fête le 1er janvier et nous serons de retour le 02 dès 9h00 ! 🎆🎉 https://t.co/Nhz5mq8kuR,"{'verdict': 'fail', 'reason': 'Tweet looks like an issue but classification flagged otherwise.'}",J_utile_consistency
2025-11-18 15:35:08,llama3.2:3b,20,,free,0.254,"{""status"": ""not_problem""}",not_problem,false,custom,"Liberté, égalité, prix inchangés. https://t.co/n0IdhVaeCq","{'verdict': 'pass', 'reason': 'Classification aligns with heuristic keywords.'}",J_utile_consistency
2025-11-18 15:35:08,llama3.2:3b,21,,GroupeIliad,0.246,"{""status"": ""not_problem""}",not_problem,false,custom,🎂 @free célèbre aujourd'hui 10 ans de révolution mobile ! Notre CP 👉 https://t.co/4wiuxqOx9b https://t.co/c1e4svvexn,"{'verdict': 'pass', 'reason': 'Classification aligns with heuristic keywords.'}",J_utile_consistency
2025-11-18 15:35:08,llama3.2:3b,22,,Freebox,0.245,"{""status"": ""not_problem""}",not_problem,false,custom,"RT @free: Découvrez Imearth, la nouvelle chaîne d’immersion dont vous êtes le héros et projetez vous au cœur du monde qui nous entoure !\nIm…","{'verdict': 'pass', 'reason': 'Classification aligns with heuristic keywords.'}",J_utile_consistency
2025-11-18 15:35:09,llama3.2:3b,23,,free,0.249,"{""status"": ""not_problem""}",not_problem,false,custom,"Et si votre mobile a rendu l'âme, déposez-le dans une boite de collecte disponible dans nos boutiques Free pour qu'il soit recyclé ♻️.\n\nVous pourrez en profiter pour vous offrir un smartphone reconditionné à prix Free ☺️📱","{'verdict': 'pass', 'reason': 'Classification aligns with heuristic keywords.'}",J_utile_consistency
2025-11-18 15:35:09,llama3.2:3b,24,,MitchelMcPat,0.251,"{""status"": ""problem""}",problem,true,custom,Et vous ça se passe comment la fibre ?\n@Sosh_fr @CovageIDF_OUEST c’est la misère vraiment jpp https://t.co/I41UXroh0F,"{'verdict': 'fail', 'reason': 'Tweet appears promotional yet classified as an issue.'}",J_utile_consistency
2025-11-18 15:35:09,llama3.2:3b,25,,Free_1337,0.247,"{""status"": ""problem""}",problem,true,custom,"Un coupure de fibre entraîne une interruption de service pour une partie des abonnés de Cergy (95). Des équipes sont sur place, nous vous tiendrons informés.\nMerci pour votre patience.","{'verdict': 'pass', 'reason': 'Classification aligns with heuristic keywords.'}",J_utile_consistency
2025-11-18 15:35:09,llama3.2:3b,26,,Freebox,0.238,"{""status"": ""problem""}",problem,true,custom,RT @Free_1337: Un coupure de fibre entraîne une interruption de service pour une partie des abonnés de Cergy (95). Des équipes sont sur pla…,"{'verdict': 'pass', 'reason': 'Classification aligns with heuristic keywords.'}",J_utile_consistency
2025-11-18 15:35:10,llama3.2:3b,27,,Free_1337,0.246,"{""status"": ""problem""}",problem,true,custom,"Bonjour, une rupture de fibre engendre depuis ce matin une interruption de service sur la région de Cernay la Ville (78) ainsi qu'une partie du 78 et du 91.\nUne équipe est sur place, nous vous tiendrons informé de l'évolution de la situation. Merci pour votre patience. https://t","{'verdict': 'pass', 'reason': 'Classification aligns with heuristic keywords.'}",J_utile_consistency
2025-11-18 15:35:10,llama3.2:3b,28,,Freebox,0.246,"{""status"": ""problem""}",problem,true,custom,"RT @Free_1337: Bonjour, une rupture de fibre engendre depuis ce matin une interruption de service sur la région de Cernay la Ville (78) ain…","{'verdict': 'pass', 'reason': 'Classification aligns with heuristic keywords.'}",J_utile_consistency
2025-11-18 15:35:10,llama3.2:3b,29,,free,0.249,"{""status"": ""not_problem""}",not_problem,false,custom,"🚨 En exclusivité, le 11 de ce soir : https://t.co/lIxWnFVZqd","{'verdict': 'pass', 'reason': 'Classification aligns with heuristic keywords.'}",J_utile_consistency
2025-11-18 15:35:10,llama3.2:3b,30,,jnbarrot,0.268,"{""status"": ""not_problem""}",not_problem,false,custom,"Dans la lutte contre les installations sauvages et les infrastructures dégradées, la bonne formation des techniciens qui déploient la fibre est essentielle. J'étais ce matin aux côtés d'Idriss, formateur au centre de formation technique @free à Argenteuil, dans le Val-d'Oise. htt","{'verdict': 'pass', 'reason': 'Classification aligns with heuristic keywords.'}",J_utile_consistency
2025-11-18 15:35:11,llama3.2:3b,31,,rgaidot,0.250,"{""status"": ""problem""}",problem,true,custom,"Hello @free, @Freebox et @orange je crois que nous allons avoir prochainement un gros problème de fibre / PBOE https://t.co/IreryVRyFc","{'verdict': 'fail', 'reason': 'Tweet appears promotional yet classified as an issue.'}",J_utile_consistency
2025-11-18 15:35:11,llama3.2:3b,32,,EllaVerite,0.243,"{""status"": ""not_problem""}",not_problem,false,custom,"Bonsoir @WavemakerFR, je suis chez @free et voici ma bande passante #Freebox ⤵️\nVous allez pouvoir vous moquer d'eux dans votre prochain spot publicitaire @reef_telecom\n\n@Freebox @FreePro @GroupeIliad @Xavier75 🤡 https://t.co/f2CDpSoXJF","{'verdict': 'pass', 'reason': 'Classification aligns with heuristic keywords.'}",J_utile_consistency
2025-11-18 15:35:11,llama3.2:3b,33,,michfrapp,0.254,"{""status"": ""problem""}",problem,true,custom,"@free @Xavier75 @NThomas82Free \n\nEn 3 ans l’équipe technique de Free (le « BOC » m’a t’on dit) n’est pas capable d’amener 3 mètres (ou moins!) de câble Fibre, afin que j’ai la fibre (cercle rouge) comme mes voisines dont nos maisons sont mitoyennes (cercles verts). Satisfaisant","{'verdict': 'fail', 'reason': 'Tweet appears promotional yet classified as an issue.'}",J_utile_consistency
2025-11-18 15:35:11,llama3.2:3b,34,,free,0.256,"{""status"": ""not_problem""}",not_problem,false,custom,Free vous présente : Freebox Ultra https://t.co/npfjDMNJQ2,"{'verdict': 'pass', 'reason': 'Classification aligns with heuristic keywords.'}",J_utile_consistency
2025-11-18 15:35:12,llama3.2:3b,35,,free,0.252,"{""status"": ""not_problem""}",not_problem,false,custom,Freebox Ultra : la box la plus puissante et la plus complète du marché avec les meilleurs contenus inclus.,"{'verdict': 'pass', 'reason': 'Classification aligns with heuristic keywords.'}",J_utile_consistency
2025-11-18 15:35:12,llama3.2:3b,36,,free,0.253,"{""status"": ""not_problem""}",not_problem,false,custom,"Encore des travaux, toujours des travaux.\nLa Freebox Révolution Light au prix mythique de 29,99€/mois c’est dispo 👉 https://t.co/unO0ngya37 https://t.co/gcoEYsMtA1","{'verdict': 'pass', 'reason': 'Classification aligns with heuristic keywords.'}",J_utile_consistency
2025-11-18 15:35:12,llama3.2:3b,37,,TomReynaud1789,0.251,"{""status"": ""not_problem""}",not_problem,false,custom,".@free a 25 ans et tient toujours ses promesses en terme de pouvoir d’achat et d’innovation. 3 quinquennats sans toucher aux prix de nos forfaits mobiles, voilà une promesse à laquelle les français peuvent croire🇫🇷🙏🔥","{'verdict': 'pass', 'reason': 'Classification aligns with heuristic keywords.'}",J_utile_consistency
2025-11-18 15:35:12,llama3.2:3b,38,,nephthys,0.256,"{""status"": ""problem""}",problem,true,custom,Ça fonctionne super bien la Fibre Free ce soir... Franchement c'est abusé. Déjà l'autre soir la TV de Free (OQEE) était carrément indisponible ! #FTTH #fibre #Free #Var @Freebox @Free_1337 @free https://t.co/UwrutxJMD9,"{'verdict': 'fail', 'reason': 'Tweet appears promotional yet classified as an issue.'}",J_utile_consistency
2025-11-18 15:35:13,llama3.2:3b,39,,free,0.232,"{""status"": ""not_problem""}",not_problem,false,custom,L’élite a connu la télécommande en acier galvanisé.,"{'verdict': 'pass', 'reason': 'Classification aligns with heuristic keywords.'}",J_utile_consistency
2025-11-18 15:35:13,llama3.2:3b,40,,free,0.233,"{""status"": ""problem""}",problem,true,custom,"🇫🇷 ALERTE INFO | Le prix des forfaits mobiles Free 2€ et 19,99€ n’augmentera pas d'ici 2027.","{'verdict': 'fail', 'reason': 'Tweet appears promotional yet classified as an issue.'}",J_utile_consistency
2025-11-18 15:35:13,llama3.2:3b,41,,free,0.246,"{""status"": ""unclear""}",unclear,,custom,Révolutionner le marché des télécoms.,"{'verdict': 'pass', 'reason': 'Classification aligns with heuristic keywords.'}",J_utile_consistency
2025-11-18 15:35:13,llama3.2:3b,42,,free,0.248,"{""status"": ""unclear""}",unclear,,custom,"Free, c'est près de 650 postes à pourvoir partout en France. \n\nEt toi, t'es libre ? \n\n👉 https://t.co/DwufxIbZus https://t.co/MPr3FWat8S","{'verdict': 'pass', 'reason': 'Classification aligns with heuristic keywords.'}",J_utile_consistency
2025-11-18 15:35:14,llama3.2:3b,43,,FrenchTea13,0.231,"{""status"": ""problem""}",problem,true,custom,"@Xavier75 et tout le réseau @Freebox sachez qu'une main courante va être déposée, et ira plus loin s'il le faut.\n6 appels en 24h avec 6 numéros différents quand je demande de retirer mon numéro de vos bases de données c'est du harcèlement.\nVos forfaits de merde j'en veux pas.","{'verdict': 'fail', 'reason': 'Tweet appears promotional yet classified as an issue.'}",J_utile_consistency
2025-11-18 15:35:14,llama3.2:3b,44,,Free_1337,0.243,"{""status"": ""not_problem""}",not_problem,false,custom,"[Speedtest] Hop ! Le nouveau serveur nPerf 100 Gb/s pour vos tests de débit @free est apparu. Il vous permettra d’effectuer une symétrie de vos speedtest @nPerf pour des conditions optimales. 🚀✨ #Nperf #Free #Speedtest\n\nAlors, ça donne quoi vos tests ? https://t.co/UE2OJDZ1tw","{'verdict': 'pass', 'reason': 'Classification aligns with heuristic keywords.'}",J_utile_consistency
2025-11-18 15:35:14,llama3.2:3b,45,,Tubbydev,0.236,"{""status"": ""problem""}",problem,true,custom,"@free @Xavier75 Installer la fibre sans autorisation du propriétaire et en perçant de partout, c'est normal ?","{'verdict': 'fail', 'reason': 'Tweet appears promotional yet classified as an issue.'}",J_utile_consistency
2025-11-18 15:35:14,llama3.2:3b,46,,GrandOeil_,0.229,"{""status"": ""problem""}",problem,true,custom,"On ne se rend pas assez compte que sans Xavier Niel aujourd'hui on paierait tous nos forfaits 144,99€ avec 65 SMS par jour, 2h d'appel par mois et 150Mo de données mobiles","{'verdict': 'fail', 'reason': 'Tweet appears promotional yet classified as an issue.'}",J_utile_consistency
2025-11-18 15:35:15,llama3.2:3b,47,,free,0.240,"{""status"": ""not_problem""}",not_problem,false,custom,T’as précisé qu’on n’était pas gratuit ?,"{'verdict': 'pass', 'reason': 'Classification aligns with heuristic keywords.'}",J_utile_consistency
2025-11-18 15:35:15,llama3.2:3b,48,,Xavier75,0.246,"{""status"": ""unclear""}",unclear,,custom,“C’était mieux avant”\n\nAvant : https://t.co/YLMSCOBQAC,"{'verdict': 'pass', 'reason': 'Classification aligns with heuristic keywords.'}",J_utile_consistency
2025-11-18 15:35:15,llama3.2:3b,49,,Ben29072013,0.247,"{""status"": ""problem""}",problem,true,custom,@free 13 minutes 13 sec!!!!!  c'est le temps ENCOREEEEE UNE FOIS PERDU à attendre après free pour résoudre un problème récurent !! INCOMPÉTENCE !!!!  Ils ne répondent jamais!!!!! https://t.co/2FdeQbWjHg,"{'verdict': 'fail', 'reason': 'Tweet appears promotional yet classified as an issue.'}",J_utile_consistency
2025-11-18 15:35:15,llama3.2:3b,50,,ultrakfr,0.263,"{""status"": ""not_problem""}",not_problem,false,custom,"J'avais vu juste et il n'aura finalement fallu attendre que quelques heures.\n\nFree ajoute actuellement les versions HDR de France 2 UHD et France 3 UHD !\n\nDe mauvais élève, et après de nombreux messages de mécontentements sur l'absence de HDR, @OQEEbyFree @Freebox passe en tê","{'verdict': 'pass', 'reason': 'Classification aligns with heuristic keywords.'}",J_utile_consistency
2025-11-18 15:35:16,llama3.2:3b,51,,_Kirikou_,0.250,"{""status"": ""problem""}",problem,true,custom,"Le service proximité de @free 1 des plus grosses arnaques de ces dernières années.Incompétents et complètement dépassés.Tu en sais plus qu'eux,tu leur dis ce qui marche pas,tu prends un rdv avec un technicien qui vient que ds 1 semaine!\nPratique pr le télétravail!\nPlus de repon","{'verdict': 'pass', 'reason': 'Classification aligns with heuristic keywords.'}",J_utile_consistency
2025-11-18 15:35:16,llama3.2:3b,52,,fannnoche,0.241,"{""status"": ""problem""}",problem,true,custom,"@free comment vous joindre ? j'ai été débité pour non restitution de matériel pour une résiliation de ligne que je n'ai pas effectuée moi même, impossible de vous joindre car mes identifiants n existent plus, vos relances sont arrivées directement.","{'verdict': 'fail', 'reason': 'Tweet appears promotional yet classified as an issue.'}",J_utile_consistency
2025-11-18 15:35:16,llama3.2:3b,53,,free,0.241,"{""status"": ""not_problem""}",not_problem,false,custom,La Freebox #Ultra dans Paris https://t.co/2wcCY93kSD,"{'verdict': 'pass', 'reason': 'Classification aligns with heuristic keywords.'}",J_utile_consistency
2025-11-18 15:35:16,llama3.2:3b,54,,tud0z,0.242,"{""status"": ""unclear""}",unclear,,custom,@free ma fibre HS depuis 3 semaines https://t.co/E8AEMBdLku,"{'verdict': 'pass', 'reason': 'Classification aligns with heuristic keywords.'}",J_utile_consistency
2025-11-18 15:35:17,llama3.2:3b,55,,mglp__,0.246,"{""status"": ""problem""}",problem,true,custom,@free Vous pouvez m’envoyer les avengers de la fibre svp les mêmes que j’ai chez @terracid ça fait 1mois que j’attend,"{'verdict': 'fail', 'reason': 'Tweet appears promotional yet classified as an issue.'}",J_utile_consistency
2025-11-18 15:35:17,llama3.2:3b,56,,Lorkydey,0.247,"{""status"": ""problem""}",problem,true,custom,"Bon je travaille En remote chez moi et ça fait 1 semaine que j’ai plus de connexion avec @free , ils ont envoyé un technicien qui a dit « on vous envoie un autres tech » et depuis plus de nouvelles, de base je kiff free, @Xavier75 le boss etc etc mais la ,,,.","{'verdict': 'fail', 'reason': 'Tweet appears promotional yet classified as an issue.'}",J_utile_consistency
2025-11-18 15:35:17,llama3.2:3b,57,,Marc_Vador,0.242,"{""status"": ""problem""}",problem,true,custom,@free il va falloir revoir la sélection des installateurs de fibre optique !!! J’ai pas commandé un fil pour étendre mon linge … le voisin non plus ! Donc va falloir revenir !!! https://t.co/eAVSxCijnq,"{'verdict': 'fail', 'reason': 'Tweet appears promotional yet classified as an issue.'}",J_utile_consistency
2025-11-18 15:35:17,llama3.2:3b,58,,gurbain69,0.262,"{""status"": ""unclear""}",unclear,,custom,"@OQEEbyFree @wdufour105 @ultrakfr @Freebox Bonjour\nComptez vous intégrer les versions HDR de FR2 et FR3 sur les applis Oqee TV hors player pop (LG TV) ? Et si oui, sous quel délai approximatif (à temps pour les JO) ?\nNous sommes nombreux à utiliser l'appli sans le décodeur, ce ","{'verdict': 'pass', 'reason': 'Classification aligns with heuristic keywords.'}",J_utile_consistency
2025-11-18 15:35:18,llama3.2:3b,59,,Motsen78,0.240,"{""status"": ""problem""}",problem,true,custom,@Free_1337 @Freebox @Xavier75 \n1/2 \nSalut Free je désespère.....\nClient depuis 20 ans payant à chaque fois le renouvellement de mes box plein tarif sans jamais un geste commercial pour ses vieux clients. \nJe subis depuis le moi de juin des coupures intempestifs de ma ligne,"{'verdict': 'pass', 'reason': 'Classification aligns with heuristic keywords.'}",J_utile_consistency
2025-11-18 15:35:18,llama3.2:3b,60,,soulakhey,0.260,"{""status"": ""unclear""}",unclear,,custom,@Freebox de l’aide s’il vous plaît 🙏🏼 https://t.co/g7y5s0xEOw,"{'verdict': 'pass', 'reason': 'Classification aligns with heuristic keywords.'}",J_utile_consistency
2025-11-18 15:35:18,llama3.2:3b,61,,coWiqx,0.230,"{""status"": ""problem""}",problem,true,custom,"@free @GrandOeil_ Ne passez pas chez free !!!! Depuis le mois de mai, j'attends qu'ils me rendent ma clé avec laquelle l'installateur free est parti !!","{'verdict': 'fail', 'reason': 'Tweet appears promotional yet classified as an issue.'}",J_utile_consistency
2025-11-18 15:35:18,llama3.2:3b,62,,Darknig78166491,0.243,"{""status"": ""problem""}",problem,true,custom,@Freebox pourquoi j’ai des bugs de connexion wsh je paye la fibre,"{'verdict': 'pass', 'reason': 'Classification aligns with heuristic keywords.'}",J_utile_consistency
2025-11-18 15:35:19,llama3.2:3b,63,,HugoRLT__,0.233,"{""status"": ""problem""}",problem,true,custom,"Merci @free de m'avoir fait passer une ""super"" soirée en live et merci pour ces 2 déconnexions pour une mise à jour de la box en pleine soirée...\n\nEn l'espace de 2 mois j'ai déjà eu 2 soucis majeur de connexion avec votre box.... et ça sans JAMAIS aucun geste commercial...","{'verdict': 'fail', 'reason': 'Tweet appears promotional yet classified as an issue.'}",J_utile_consistency
2025-11-18 15:35:19,llama3.2:3b,64,,tontonyoy,0.241,"{""status"": ""problem""}",problem,true,custom,Bonjour @free je cherche à modifier des mots de passe de boîtes mails qui sont gérés chez vous sur des domaines un peu vieux. Comment peut-on faire ça n'a pas l'air possible via la page webmail free,"{'verdict': 'fail', 'reason': 'Tweet appears promotional yet classified as an issue.'}",J_utile_consistency
2025-11-18 15:35:19,llama3.2:3b,65,,hnchck,0.239,"{""status"": ""problem""}",problem,true,custom,"@Freebox Bonjour, mes parents ont fait leur inscription ( enfin ! ) le 9, et depuis pas de nouvelle toujours bloqué à cette étape, c'est normal ? https://t.co/NZRZz77fdu","{'verdict': 'fail', 'reason': 'Tweet appears promotional yet classified as an issue.'}",J_utile_consistency
2025-11-18 15:35:19,llama3.2:3b,66,,AnthonyPiresG,0.239,"{""status"": ""problem""}",problem,true,custom,"@Freebox c’est normal des signalements pour pertes de synchro (des dizaines de fois par jour), des rendez-vous techniciens annulé sans prévenir le client, une assistance téléphonique qui indique que la ligne est rétablie alors que la Freebox est en étape 3? #freeboxUltra","{'verdict': 'fail', 'reason': 'Tweet appears promotional yet classified as an issue.'}",J_utile_consistency
2025-11-18 15:35:20,llama3.2:3b,67,,Free_1337,0.264,"{""status"": ""not_problem""}",not_problem,false,custom,1/2 [SMSoIMS] Vous pouvez désormais envoyer tous vos SMS par le réseau 4G ou Wi-Fi en France métropolitaine.\nL’option est activée automatiquement pour l’ensemble des abonnés mobiles @free et disponible selon la compatibilité de votre téléphone (Android et iOS). https://t.co/V4NV,"{'verdict': 'pass', 'reason': 'Classification aligns with heuristic keywords.'}",J_utile_consistency
2025-11-18 15:35:20,llama3.2:3b,68,,jacquesnote,0.246,"{""status"": ""problem""}",problem,true,custom,@Freebox je ne comprend pas une amie abonnée chez vous avec la delta depuis 2 ans on lui a offert les frais de migration vers la ultra. Moi je suis abonné chez vous depuis 2009 et a moi on me fait payer les frais de migration vers la ultra inadmissible,"{'verdict': 'fail', 'reason': 'Tweet appears promotional yet classified as an issue.'}",J_utile_consistency
2025-11-18 15:35:20,llama3.2:3b,69,,Y__htz,0.242,"{""status"": ""problem""}",problem,true,custom,Depuis le 23/06 je suis en attente d’un rdv pour la fibre chez @free je suis du coup pas encore client et je pense qu’a cette allure là je ne le serai jamais !! Honteux,"{'verdict': 'fail', 'reason': 'Tweet appears promotional yet classified as an issue.'}",J_utile_consistency
2025-11-18 15:35:20,llama3.2:3b,70,,ariii_miss,0.241,"{""status"": ""not_problem""}",not_problem,false,custom,@jamelphenomeno @free @free dépêchez vous,"{'verdict': 'pass', 'reason': 'Classification aligns with heuristic keywords.'}",J_utile_consistency
2025-11-18 15:35:20,llama3.2:3b,71,,bavrooo,0.236,"{""status"": ""problem""}",problem,true,custom,@jamelphenomeno @free moi aussi j'attend le technicien depuis une semaine,"{'verdict': 'fail', 'reason': 'Tweet appears promotional yet classified as an issue.'}",J_utile_consistency
2025-11-18 15:35:21,llama3.2:3b,72,,GTrotereau,0.255,"{""status"": ""unclear""}",unclear,,custom,"@free allo,avez vous des nouvelles pour le réseau SVP ???","{'verdict': 'pass', 'reason': 'Classification aligns with heuristic keywords.'}",J_utile_consistency
2025-11-18 15:35:21,llama3.2:3b,73,,GTrotereau,0.246,"{""status"": ""problem""}",problem,true,custom,@DjheyHl @free Non plus rien depuis 15 mn même Coralie est chez Free en téléphonie et pas de réseau,"{'verdict': 'fail', 'reason': 'Tweet appears promotional yet classified as an issue.'}",J_utile_consistency
2025-11-18 15:35:21,llama3.2:3b,74,,gnabxnahc,0.239,"{""status"": ""not_problem""}",not_problem,false,custom,rendez la wifi @free,"{'verdict': 'pass', 'reason': 'Classification aligns with heuristic keywords.'}",J_utile_consistency
2025-11-18 15:35:21,llama3.2:3b,75,,Ben29072013,0.240,"{""status"": ""unclear""}",unclear,,custom,@Freebox Non mais vous répondre trois jours après... Super le service après vente,"{'verdict': 'fail', 'reason': 'Tweet looks like an issue but classification flagged otherwise.'}",J_utile_consistency
2025-11-18 15:35:22,llama3.2:3b,76,,MasimSaid,0.248,"{""status"": ""problem""}",problem,true,custom,@Freebox Bonjour j'ai fait installer votre box depuis 10 min. Mais comment on fait pour avoir un être humain en ligne pour assistance ? Impossible au 3244 ni au 1044. Merci,"{'verdict': 'fail', 'reason': 'Tweet appears promotional yet classified as an issue.'}",J_utile_consistency
