id,created_at,full_text,media,screen_name,name,profile_image_url,user_id,in_reply_to,retweeted_status,quoted_status,media_tags,favorite_count,retweet_count,bookmark_count,quote_count,reply_count,views_count,favorited,retweeted,bookmarked,url,A1_utile
1468923610521870340,2021-12-09 13:40:54 +01:00,RT @Free_1337: Une rupture de fibre entraîne des perturbations de service dans la région de Cernay La Ville et Chevreuse (78). Une équipe e…,[],Freebox,Assistance Freebox,https://pbs.twimg.com/profile_images/671676021989580801/HSE47AwF_normal.jpg,58920430,null,1468893966124863493,null,[],0,5,0,0,0,null,false,false,false,https://twitter.com/Freebox/status/1468923610521870340,true
1469294236440969226,2021-12-10 14:13:38 +01:00,RT @Free_1337: Une rupture de fibre entraîne des perturbations de service depuis 14h30 sur une partie de Strasbourg / Koenigshoffen / Crone…,[],Freebox,Assistance Freebox,https://pbs.twimg.com/profile_images/671676021989580801/HSE47AwF_normal.jpg,58920430,null,1468965402906546182,null,[],0,21,0,0,0,null,false,false,false,https://twitter.com/Freebox/status/1469294236440969226,true
1471118475452104707,2021-12-15 15:02:31 +01:00,"Un incident sur nos fibres engendre des perturbations de service sur une partie des départements du Lot (46) et de l'Aveyron (12).\nDes investigations sont en cours, merci de votre patience.",[],Free_1337,Free 1337,https://pbs.twimg.com/profile_images/1436009896311496707/ZZbSW2SK_normal.jpg,1435161160547016704,null,null,null,[],21,2,0,1,17,null,false,false,false,https://twitter.com/Free_1337/status/1471118475452104707,true
1471133735865098240,2021-12-15 16:03:09 +01:00,RT @Free_1337: Un incident sur nos fibres engendre des perturbations de service sur une partie des départements du Lot (46) et de l'Aveyron…,[],Freebox,Assistance Freebox,https://pbs.twimg.com/profile_images/671676021989580801/HSE47AwF_normal.jpg,58920430,null,1471118475452104707,null,[],0,2,0,0,0,null,false,false,false,https://twitter.com/Freebox/status/1471133735865098240,true
1474424640470614017,2021-12-24 18:00:02 +01:00,Les équipes de l’assistance Free vous souhaitent de joyeuses fêtes ! Nos services profitent aussi des fêtes ce 25 décembre et seront de retour le 26 dès 9h00 ! 🎅🏻🎁 https://t.co/dhPpFn9nfG,"[{""type"":""photo"",""url"":""https://t.co/dhPpFn9nfG"",""thumbnail"":""https://pbs.twimg.com/media/FHH5gBzXIAI3SAN?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/FHH5gBzXIAI3SAN?format=jpg&name=orig""}]",Freebox,Assistance Freebox,https://pbs.twimg.com/profile_images/671676021989580801/HSE47AwF_normal.jpg,58920430,null,null,null,[],67,5,0,1,28,null,false,false,false,https://twitter.com/Freebox/status/1474424640470614017,false
1476961348131049473,2021-12-31 18:00:00 +01:00,Les équipes de l’assistance Free vous souhaitent une excellente année 2022 ! Nous ferons aussi la fête le 1er janvier et nous serons de retour le 02 dès 9h00 ! 🎆🎉 https://t.co/Nhz5mq8kuR,"[{""type"":""photo"",""url"":""https://t.co/Nhz5mq8kuR"",""thumbnail"":""https://pbs.twimg.com/media/FHmjiZdXEAAf-5W?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/FHmjiZdXEAAf-5W?format=jpg&name=orig""}]",Freebox,Assistance Freebox,https://pbs.twimg.com/profile_images/671676021989580801/HSE47AwF_normal.jpg,58920430,null,null,null,[],56,8,1,0,37,null,false,false,false,https://twitter.com/Freebox/status/1476961348131049473,false
1480457311051255811,2022-01-10 09:31:43 +01:00,"Liberté, égalité, prix inchangés. https://t.co/n0IdhVaeCq","[{""type"":""video"",""url"":""https://t.co/n0IdhVaeCq"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/1480456453789999108/pu/img/NxNy_MER6LThyAJ8.jpg?name=thumb"",""original"":""https://video.twimg.com/ext_tw_video/1480456453789999108/pu/vid/1280x720/xotIvPyw4KxSLHKV.mp4?tag=12""}]",free,Free,https://pbs.twimg.com/profile_images/1775042075882340352/EVf4os4u_normal.jpg,252263949,null,null,null,[],8325,2291,223,1151,764,null,false,false,false,https://twitter.com/free/status/1480457311051255811,false
1480465391424053249,2022-01-10 10:03:49 +01:00,🎂 @free célèbre aujourd'hui 10 ans de révolution mobile ! Notre CP 👉 https://t.co/4wiuxqOx9b https://t.co/c1e4svvexn,"[{""type"":""video"",""url"":""https://t.co/c1e4svvexn"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/1480464545055453185/pu/img/hKX4D3miTiISobYD.jpg?name=thumb"",""original"":""https://video.twimg.com/ext_tw_video/1480464545055453185/pu/vid/720x720/uf7G4w_OpFnR5pHE.mp4?tag=12""}]",GroupeIliad,Groupe iliad,https://pbs.twimg.com/profile_images/1273657686203170818/PBEYgUCT_normal.jpg,3157961111,null,null,null,[],80,17,2,0,39,null,false,false,false,https://twitter.com/GroupeIliad/status/1480465391424053249,false
1481569489741352965,2022-01-13 11:11:07 +01:00,"RT @free: Découvrez Imearth, la nouvelle chaîne d’immersion dont vous êtes le héros et projetez vous au cœur du monde qui nous entoure !\nIm…","[{""type"":""photo"",""url"":""https://t.co/AdRgx3cnLf"",""thumbnail"":""https://pbs.twimg.com/media/FI5--7PWQAoHY9c?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/FI5--7PWQAoHY9c?format=jpg&name=orig""}]",Freebox,Assistance Freebox,https://pbs.twimg.com/profile_images/671676021989580801/HSE47AwF_normal.jpg,58920430,null,1481279550113914880,null,[],0,15,0,0,0,null,false,false,false,https://twitter.com/Freebox/status/1481569489741352965,false
1481898887937880067,2022-01-14 09:00:01 +01:00,"Et si votre mobile a rendu l'âme, déposez-le dans une boite de collecte disponible dans nos boutiques Free pour qu'il soit recyclé ♻️.\n\nVous pourrez en profiter pour vous offrir un smartphone reconditionné à prix Free ☺️📱",[],free,Free,https://pbs.twimg.com/profile_images/1775042075882340352/EVf4os4u_normal.jpg,252263949,null,null,1480819267763322880,[],57,15,5,4,171,null,false,false,false,https://twitter.com/free/status/1481898887937880067,false
1485331097844129798,2022-01-23 20:18:24 +01:00,Et vous ça se passe comment la fibre ?\n@Sosh_fr @CovageIDF_OUEST c’est la misère vraiment jpp https://t.co/I41UXroh0F,"[{""type"":""photo"",""url"":""https://t.co/I41UXroh0F"",""thumbnail"":""https://pbs.twimg.com/media/FJz0vDiXIAAmTmd?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/FJz0vDiXIAAmTmd?format=jpg&name=orig""}]",MitchelMcPat,MitchelMcPat,https://pbs.twimg.com/profile_images/1771992854971203584/P-EuAmK3_normal.jpg,906220646492983296,null,null,null,[],0,0,1,0,3,null,false,false,false,https://twitter.com/MitchelMcPat/status/1485331097844129798,true
1485593294944063490,2022-01-24 13:40:17 +01:00,"Un coupure de fibre entraîne une interruption de service pour une partie des abonnés de Cergy (95). Des équipes sont sur place, nous vous tiendrons informés.\nMerci pour votre patience.",[],Free_1337,Free 1337,https://pbs.twimg.com/profile_images/1436009896311496707/ZZbSW2SK_normal.jpg,1435161160547016704,null,null,null,[],49,10,1,1,58,null,false,false,false,https://twitter.com/Free_1337/status/1485593294944063490,true
1485595787144966144,2022-01-24 13:50:11 +01:00,RT @Free_1337: Un coupure de fibre entraîne une interruption de service pour une partie des abonnés de Cergy (95). Des équipes sont sur pla…,[],Freebox,Assistance Freebox,https://pbs.twimg.com/profile_images/671676021989580801/HSE47AwF_normal.jpg,58920430,null,1485593294944063490,null,[],0,10,0,0,0,null,false,false,false,https://twitter.com/Freebox/status/1485595787144966144,true
1495710997356716035,2022-02-21 11:44:25 +01:00,"Bonjour, une rupture de fibre engendre depuis ce matin une interruption de service sur la région de Cernay la Ville (78) ainsi qu'une partie du 78 et du 91.\nUne équipe est sur place, nous vous tiendrons informé de l'évolution de la situation. Merci pour votre patience. https://t.co/2XIRCXyR7j","[{""type"":""photo"",""url"":""https://t.co/2XIRCXyR7j"",""thumbnail"":""https://pbs.twimg.com/media/FMHVABEWQAAy8AI?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/FMHVABEWQAAy8AI?format=jpg&name=orig""},{""type"":""photo"",""url"":""https://t.co/2XIRCXyR7j"",""thumbnail"":""https://pbs.twimg.com/media/FMHVABGXMAkTCLb?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/FMHVABGXMAkTCLb?format=jpg&name=orig""}]",Free_1337,Free 1337,https://pbs.twimg.com/profile_images/1436009896311496707/ZZbSW2SK_normal.jpg,1435161160547016704,null,null,null,[],137,41,6,12,227,null,false,false,false,https://twitter.com/Free_1337/status/1495710997356716035,true
1495762847825272834,2022-02-21 15:10:27 +01:00,"RT @Free_1337: Bonjour, une rupture de fibre engendre depuis ce matin une interruption de service sur la région de Cernay la Ville (78) ain…","[{""type"":""photo"",""url"":""https://t.co/2XIRCXyR7j"",""thumbnail"":""https://pbs.twimg.com/media/FMHVABEWQAAy8AI?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/FMHVABEWQAAy8AI?format=jpg&name=orig""},{""type"":""photo"",""url"":""https://t.co/2XIRCXyR7j"",""thumbnail"":""https://pbs.twimg.com/media/FMHVABGXMAkTCLb?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/FMHVABGXMAkTCLb?format=jpg&name=orig""}]",Freebox,Assistance Freebox,https://pbs.twimg.com/profile_images/671676021989580801/HSE47AwF_normal.jpg,58920430,null,1495710997356716035,null,[],0,41,0,0,0,null,false,false,false,https://twitter.com/Freebox/status/1495762847825272834,true
1594961300651646976,2022-11-22 08:49:41 +01:00,"🚨 En exclusivité, le 11 de ce soir : https://t.co/lIxWnFVZqd","[{""type"":""video"",""url"":""https://t.co/lIxWnFVZqd"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/1594961260751241216/pu/img/efqDeRmkQEjZX0A3.jpg?name=thumb"",""original"":""https://video.twimg.com/ext_tw_video/1594961260751241216/pu/vid/848x480/L9GtpCby6PJFxutM.mp4?tag=12""}]",free,Free,https://pbs.twimg.com/profile_images/1775042075882340352/EVf4os4u_normal.jpg,252263949,null,null,null,[],695,143,23,41,86,null,false,false,false,https://twitter.com/free/status/1594961300651646976,
1694675653205860558,2023-08-24 13:38:55 +02:00,"Dans la lutte contre les installations sauvages et les infrastructures dégradées, la bonne formation des techniciens qui déploient la fibre est essentielle. J'étais ce matin aux côtés d'Idriss, formateur au centre de formation technique @free à Argenteuil, dans le Val-d'Oise. https://t.co/nKKA40veRw","[{""type"":""photo"",""url"":""https://t.co/nKKA40veRw"",""thumbnail"":""https://pbs.twimg.com/media/F4SyhckW8AAHxGN?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/F4SyhckW8AAHxGN?format=jpg&name=orig"",""ext_alt_text"":""Jean-Noël Barrot participant à un atelier de formation fibre au centre de formation  technique Free d'Argenteuil, dans le Val d'Oise.""}]",jnbarrot,Jean-Noël Barrot,https://pbs.twimg.com/profile_images/1912992083243159552/c1lP9dZv_normal.jpg,865482011523166209,null,null,null,"[{""user_id"":""3001096995"",""name"":""Arcep"",""screen_name"":""Arcep"",""type"":""user""},{""user_id"":""394743295"",""name"":""Fédération Française des Télécoms"",""screen_name"":""FFTelecoms"",""type"":""user""},{""user_id"":""1511338981"",""name"":""Georges Mothron"",""screen_name"":""GMothron"",""type"":""user""},{""user_id"":""1245515689"",""name"":""Préfet du Val-d'Oise"",""screen_name"":""Prefet95"",""type"":""user""}]",112,35,0,2,14,9127,false,false,false,https://twitter.com/jnbarrot/status/1694675653205860558,false
1695912123824546156,2023-08-27 23:32:13 +02:00,"Hello @free, @Freebox et @orange je crois que nous allons avoir prochainement un gros problème de fibre / PBOE https://t.co/IreryVRyFc","[{""type"":""photo"",""url"":""https://t.co/IreryVRyFc"",""thumbnail"":""https://pbs.twimg.com/media/F4kXFFrWYAAPEyh?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/F4kXFFrWYAAPEyh?format=jpg&name=orig""}]",rgaidot,ɹˈe͡ɪɡɪz,https://pbs.twimg.com/profile_images/1567172732290310148/y1o1gc4C_normal.png,1245801,null,null,null,[],1,0,0,1,2,778,false,false,false,https://twitter.com/rgaidot/status/1695912123824546156,true
1709659172361404776,2023-10-04 21:58:05 +02:00,"Bonsoir @WavemakerFR, je suis chez @free et voici ma bande passante #Freebox ⤵️\nVous allez pouvoir vous moquer d'eux dans votre prochain spot publicitaire @reef_telecom\n\n@Freebox @FreePro @GroupeIliad @Xavier75 🤡 https://t.co/f2CDpSoXJF","[{""type"":""photo"",""url"":""https://t.co/f2CDpSoXJF"",""thumbnail"":""https://pbs.twimg.com/media/F7nt6HxWkAArUfO?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/F7nt6HxWkAArUfO?format=jpg&name=orig""},{""type"":""photo"",""url"":""https://t.co/f2CDpSoXJF"",""thumbnail"":""https://pbs.twimg.com/media/F7nt7BIWQAAh84J?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/F7nt7BIWQAAh84J?format=jpg&name=orig""},{""type"":""photo"",""url"":""https://t.co/f2CDpSoXJF"",""thumbnail"":""https://pbs.twimg.com/media/F7nt8EjXoAADKwR?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/F7nt8EjXoAADKwR?format=jpg&name=orig""},{""type"":""photo"",""url"":""https://t.co/f2CDpSoXJF"",""thumbnail"":""https://pbs.twimg.com/media/F7nt9NPWkAA-3-3?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/F7nt9NPWkAA-3-3?format=jpg&name=orig""}]",EllaVerite,𝔼lla 𝕍érité ⚖️ⓩ,https://pbs.twimg.com/profile_images/1244312592253886465/7My06uJh_normal.jpg,1244306180794712065,null,null,null,[],0,0,0,0,3,223,false,false,false,https://twitter.com/EllaVerite/status/1709659172361404776,true
1711773973401235737,2023-10-10 18:01:33 +02:00,"@free @Xavier75 @NThomas82Free \n\nEn 3 ans l’équipe technique de Free (le « BOC » m’a t’on dit) n’est pas capable d’amener 3 mètres (ou moins!) de câble Fibre, afin que j’ai la fibre (cercle rouge) comme mes voisines dont nos maisons sont mitoyennes (cercles verts). Satisfaisant?! https://t.co/Z1Wn4nhGmu","[{""type"":""photo"",""url"":""https://t.co/Z1Wn4nhGmu"",""thumbnail"":""https://pbs.twimg.com/media/F8FxVIFWwAA7l43?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/F8FxVIFWwAA7l43?format=jpg&name=orig""}]",michfrapp,michfrapp,https://pbs.twimg.com/profile_images/69444679/1201867447_lg_normal.jpg,7458652,null,null,null,"[{""user_id"":""17744075"",""name"":""Xavier Niel"",""screen_name"":""Xavier75"",""type"":""user""},{""user_id"":""252263949"",""name"":""Free"",""screen_name"":""free"",""type"":""user""},{""user_id"":""1622989990685822976"",""name"":""Nicolas Thomas"",""screen_name"":""NThomas82Free"",""type"":""user""},{""user_id"":""296824934"",""name"":""Orange"",""screen_name"":""orange"",""type"":""user""},{""user_id"":""16557431"",""name"":""Bouygues Telecom"",""screen_name"":""bouyguestelecom"",""type"":""user""},{""user_id"":""2215895461"",""name"":""SFR"",""screen_name"":""SFR"",""type"":""user""},{""user_id"":""4910809053"",""name"":""Direction interministérielle du numérique"",""screen_name"":""Numerique_Gouv"",""type"":""user""}]",0,0,0,0,6,222,false,false,false,https://twitter.com/michfrapp/status/1711773973401235737,true
1752257145536463314,2024-01-30 10:07:13 +01:00,Free vous présente : Freebox Ultra https://t.co/npfjDMNJQ2,"[{""type"":""video"",""url"":""https://t.co/npfjDMNJQ2"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/1752257082282094592/img/WmqMTdUvRDnFgOXe.jpg?name=thumb"",""original"":""https://video.twimg.com/amplify_video/1752257082282094592/vid/avc1/1280x720/cB13Pd2hx_E__kod.mp4?tag=14""}]",free,Free,https://pbs.twimg.com/profile_images/1775042075882340352/EVf4os4u_normal.jpg,252263949,null,null,null,[],1796,309,81,58,504,2631591,false,false,false,https://twitter.com/free/status/1752257145536463314,false
1752264227656544511,2024-01-30 10:35:22 +01:00,Freebox Ultra : la box la plus puissante et la plus complète du marché avec les meilleurs contenus inclus.,[],free,Free,https://pbs.twimg.com/profile_images/1775042075882340352/EVf4os4u_normal.jpg,252263949,null,null,null,[],473,58,13,7,93,112187,false,false,false,https://twitter.com/free/status/1752264227656544511,false
1752679131920076838,2024-01-31 14:04:02 +01:00,"Encore des travaux, toujours des travaux.\nLa Freebox Révolution Light au prix mythique de 29,99€/mois c’est dispo 👉 https://t.co/unO0ngya37 https://t.co/gcoEYsMtA1","[{""type"":""photo"",""url"":""https://t.co/gcoEYsMtA1"",""thumbnail"":""https://pbs.twimg.com/media/GFLD_iMXgAAKTpN?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/GFLD_iMXgAAKTpN?format=jpg&name=orig""}]",free,Free,https://pbs.twimg.com/profile_images/1775042075882340352/EVf4os4u_normal.jpg,252263949,null,null,null,[],259,24,10,2,64,60944,false,false,false,https://twitter.com/free/status/1752679131920076838,false
1759266279620247842,2024-02-18 18:19:01 +01:00,".@free a 25 ans et tient toujours ses promesses en terme de pouvoir d’achat et d’innovation. 3 quinquennats sans toucher aux prix de nos forfaits mobiles, voilà une promesse à laquelle les français peuvent croire🇫🇷🙏🔥",[],TomReynaud1789,Thomas REYNAUD,https://pbs.twimg.com/profile_images/1761030117340438528/qJMr_lst_normal.jpg,1182315177347293184,null,null,1759183817397489954,[],185,42,3,0,17,26373,false,false,false,https://twitter.com/TomReynaud1789/status/1759266279620247842,false
1762571081402011959,2024-02-27 21:11:07 +01:00,Ça fonctionne super bien la Fibre Free ce soir... Franchement c'est abusé. Déjà l'autre soir la TV de Free (OQEE) était carrément indisponible ! #FTTH #fibre #Free #Var @Freebox @Free_1337 @free https://t.co/UwrutxJMD9,"[{""type"":""photo"",""url"":""https://t.co/UwrutxJMD9"",""thumbnail"":""https://pbs.twimg.com/media/GHXo1b7WIAAbMbt?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/GHXo1b7WIAAbMbt?format=jpg&name=orig""}]",nephthys,Camille Bouiller,https://pbs.twimg.com/profile_images/1189240389196271616/cR7wwXfh_normal.jpg,11038512,null,null,null,[],1,1,0,0,4,1070,false,false,false,https://twitter.com/nephthys/status/1762571081402011959,true
1795484249178755134,2024-05-28 17:56:18 +02:00,L’élite a connu la télécommande en acier galvanisé.,[],free,Free,https://pbs.twimg.com/profile_images/1775042075882340352/EVf4os4u_normal.jpg,252263949,null,null,1781747249686495668,[],2347,114,33,26,296,248731,false,false,false,https://twitter.com/free/status/1795484249178755134,false
1797569914015780940,2024-06-03 12:03:59 +02:00,"🇫🇷 ALERTE INFO | Le prix des forfaits mobiles Free 2€ et 19,99€ n’augmentera pas d'ici 2027.",[],free,Free,https://pbs.twimg.com/profile_images/1775042075882340352/EVf4os4u_normal.jpg,252263949,null,null,1797546915661517271,[],4164,342,66,39,375,668409,false,false,false,https://twitter.com/free/status/1797569914015780940,false
1800904073501462894,2024-06-12 16:52:44 +02:00,Révolutionner le marché des télécoms.,[],free,Free,https://pbs.twimg.com/profile_images/1775042075882340352/EVf4os4u_normal.jpg,252263949,null,null,1799932924000620567,[],126,4,5,2,30,29497,false,false,false,https://twitter.com/free/status/1800904073501462894,false
