timestamp,row_index,tweet_id,screen_name,full_text,elapsed_sec,A1_utile,A2_categorie,A3_sentiment,A4_type,A5_gravity,Final_utile,Final_categorie,Final_sentiment,Final_gravity,status,json_valid
2025-11-19 11:22:05,46,1813101958900879811,GrandOeil_,"On ne se rend pas assez compte que sans Xavier Niel aujourd'hui on paierait tous nos forfaits 144,99€ avec 65 SMS par jour, 2h d'appel par mois et 150Mo de données mobiles",9.16,,probleme,colere,facturation,-5,,,,,error,yes
2025-11-19 11:22:16,47,1813210070596935950,free,T’as précisé qu’on n’était pas gratuit ?,10.49,,probleme,frustration,facturation,2,,,,,error,yes
2025-11-19 11:22:25,48,1813231927559643512,Xavier75,“C’était mieux avant”\n\nAvant : https://t.co/YLMSCOBQAC,8.92,,probleme,frustration,panne,,,,,,error,yes
2025-11-19 11:22:34,49,1813254932449140912,Ben29072013,@free 13 minutes 13 sec!!!!!  c'est le temps ENCOREEEEE UNE FOIS PERDU à attendre après free pour résoudre un problème récurent !! INCOMPÉTENCE !!!!  Ils ne répondent jamais!!!!! https://t.co/2FdeQbWjHg,9.48,,probleme,,blockage_expedition,,,,,,error,yes
2025-11-19 11:22:46,50,1813267588560134325,ultrakfr,"J'avais vu juste et il n'aura finalement fallu attendre que quelques heures.\n\nFree ajoute actuellement les versions HDR de France 2 UHD et France 3 UHD !\n\nDe mauvais élève, et après de nombreux messages de mécontentements sur l'absence de HDR, @OQEEbyFree @Freebox passe en tête en proposant dorénavant deux versions : SDR et HDR. De quoi satisfaire tout le monde (pour ceux qui ont des problèmes avec le HDR) 🥳\n\nFrance 2 UHD : canal 102\nFrance 2 UHD HDR : canal 103\nFrance 3 UHD : canal 104 (ex canal 103)\nFrance 3 UHD HDR : canal 105\n\nDispo suivant la freebox (mettez en commentaire si vous l'avez, ou pas, sur votre Freebox 4K), quelques bugs actuellement (le temps de mettre en place les flux)\n\n(photo discord jartabul)",12.24,,retour_client,satisfaction,facturation,-3,,,,,error,yes
2025-11-19 11:22:55,51,1813579520819286432,_Kirikou_,"Le service proximité de @free 1 des plus grosses arnaques de ces dernières années.Incompétents et complètement dépassés.Tu en sais plus qu'eux,tu leur dis ce qui marche pas,tu prends un rdv avec un technicien qui vient que ds 1 semaine!\nPratique pr le télétravail!\nPlus de reponse",8.48,,probleme,colere,abonnement,,,,,,error,yes
2025-11-19 11:23:04,52,1813581407668871481,fannnoche,"@free comment vous joindre ? j'ai été débité pour non restitution de matériel pour une résiliation de ligne que je n'ai pas effectuée moi même, impossible de vous joindre car mes identifiants n existent plus, vos relances sont arrivées directement.",8.74,,probleme,colère,resiliation,-10,,,,,error,yes
2025-11-19 11:23:10,53,1813585524109771255,free,La Freebox #Ultra dans Paris https://t.co/2wcCY93kSD,6.98,,probleme,,abonnement,0,,,,,error,yes
2025-11-19 11:23:18,54,1813586665371513000,tud0z,@free ma fibre HS depuis 3 semaines https://t.co/E8AEMBdLku,7.01,,probleme,,resiliation,,,,,,error,yes
2025-11-19 11:23:29,55,1813586931986698575,mglp__,@free Vous pouvez m’envoyer les avengers de la fibre svp les mêmes que j’ai chez @terracid ça fait 1mois que j’attend,11.35,,probleme,frustration,panne,,,,,,error,yes
2025-11-19 11:23:41,56,1813604838682325386,Lorkydey,"Bon je travaille En remote chez moi et ça fait 1 semaine que j’ai plus de connexion avec @free , ils ont envoyé un technicien qui a dit « on vous envoie un autres tech » et depuis plus de nouvelles, de base je kiff free, @Xavier75 le boss etc etc mais la ,,,.",12.21,,probleme,frustration,resiliation,-5,,,,,error,yes
2025-11-19 11:23:52,57,1813625655374098443,Marc_Vador,@free il va falloir revoir la sélection des installateurs de fibre optique !!! J’ai pas commandé un fil pour étendre mon linge … le voisin non plus ! Donc va falloir revenir !!! https://t.co/eAVSxCijnq,10.85,,probleme,frustration,abonnement,8,,,,,error,yes
2025-11-19 11:23:58,58,1813628840624943206,gurbain69,"@OQEEbyFree @wdufour105 @ultrakfr @Freebox Bonjour\nComptez vous intégrer les versions HDR de FR2 et FR3 sur les applis Oqee TV hors player pop (LG TV) ? Et si oui, sous quel délai approximatif (à temps pour les JO) ?\nNous sommes nombreux à utiliser l'appli sans le décodeur, ce serait très appréciable.\nMerci par avance",6.39,,probleme,satisfaction,panne,,,,,,error,yes
2025-11-19 11:24:05,59,1813633896136994907,Motsen78,@Free_1337 @Freebox @Xavier75 \n1/2 \nSalut Free je désespère.....\nClient depuis 20 ans payant à chaque fois le renouvellement de mes box plein tarif sans jamais un geste commercial pour ses vieux clients. \nJe subis depuis le moi de juin des coupures intempestifs de ma ligne,6.48,,probleme,colère,resiliation,,,,,,error,yes
2025-11-19 11:24:11,60,1813652642113229136,soulakhey,@Freebox de l’aide s’il vous plaît 🙏🏼 https://t.co/g7y5s0xEOw,5.95,,probleme,neutral,panne,0,,,,,error,yes
2025-11-19 11:24:15,61,1813672057575731665,coWiqx,"@free @GrandOeil_ Ne passez pas chez free !!!! Depuis le mois de mai, j'attends qu'ils me rendent ma clé avec laquelle l'installateur free est parti !!",4.57,,probleme,frustration,resiliation,,False,probleme,frustration,-10,success/error,yes
2025-11-19 11:24:22,62,1813684903856468282,Darknig78166491,@Freebox pourquoi j’ai des bugs de connexion wsh je paye la fibre,6.35,,retour_client,frustration,panne,,,,,,error,yes
2025-11-19 11:24:33,63,1813698687253746036,HugoRLT__,"Merci @free de m'avoir fait passer une ""super"" soirée en live et merci pour ces 2 déconnexions pour une mise à jour de la box en pleine soirée...\n\nEn l'espace de 2 mois j'ai déjà eu 2 soucis majeur de connexion avec votre box.... et ça sans JAMAIS aucun geste commercial...",11.35,,probleme,frustration,resiliation,-5,,,,,error,yes
2025-11-19 11:24:40,64,1813864570282541144,tontonyoy,Bonjour @free je cherche à modifier des mots de passe de boîtes mails qui sont gérés chez vous sur des domaines un peu vieux. Comment peut-on faire ça n'a pas l'air possible via la page webmail free,7.23,,probleme,frustration,abonnement,3,,,,,error,yes
2025-11-19 11:24:48,65,1813867624843055326,hnchck,"@Freebox Bonjour, mes parents ont fait leur inscription ( enfin ! ) le 9, et depuis pas de nouvelle toujours bloqué à cette étape, c'est normal ? https://t.co/NZRZz77fdu",7.61,,probleme,frustration,abonnement,,,,,,error,yes
2025-11-19 11:24:54,66,1813886775799984228,AnthonyPiresG,"@Freebox c’est normal des signalements pour pertes de synchro (des dizaines de fois par jour), des rendez-vous techniciens annulé sans prévenir le client, une assistance téléphonique qui indique que la ligne est rétablie alors que la Freebox est en étape 3? #freeboxUltra",5.74,,probleme,,problème de service,-8,False,probleme,colere,-8,success/error,yes
2025-11-19 11:25:06,67,1813922662487568753,Free_1337,1/2 [SMSoIMS] Vous pouvez désormais envoyer tous vos SMS par le réseau 4G ou Wi-Fi en France métropolitaine.\nL’option est activée automatiquement pour l’ensemble des abonnés mobiles @free et disponible selon la compatibilité de votre téléphone (Android et iOS). https://t.co/V4NVKpLpLY,12.77,,probleme,neutre,abonnement,,,,,,error,yes
2025-11-19 11:25:12,68,1813977091500802109,jacquesnote,@Freebox je ne comprend pas une amie abonnée chez vous avec la delta depuis 2 ans on lui a offert les frais de migration vers la ultra. Moi je suis abonné chez vous depuis 2009 et a moi on me fait payer les frais de migration vers la ultra inadmissible,5.25,True,probleme,colere,facturation/abonnement,,,,,,error,yes
2025-11-19 11:25:17,69,1814009656504885552,Y__htz,Depuis le 23/06 je suis en attente d’un rdv pour la fibre chez @free je suis du coup pas encore client et je pense qu’a cette allure là je ne le serai jamais !! Honteux,5.56,,probleme,colere,abonnement,2,True,probleme,colere,2,success,yes
2025-11-19 11:25:23,70,1814030614103785545,ariii_miss,@jamelphenomeno @free @free dépêchez vous,5.34,,probleme,frustration,gestion_abonnement_facturation,0,,,,,error,yes
2025-11-19 11:25:31,71,1814031065990001071,bavrooo,@jamelphenomeno @free moi aussi j'attend le technicien depuis une semaine,8.08,,probleme,frustration,resiliation,,,,,,error,yes
2025-11-19 11:25:39,72,1814034736118927866,GTrotereau,"@free allo,avez vous des nouvelles pour le réseau SVP ???",8.08,,probleme,colere,facturation,0,,,,,error,yes
2025-11-19 11:25:47,73,1814035247333253492,GTrotereau,@DjheyHl @free Non plus rien depuis 15 mn même Coralie est chez Free en téléphonie et pas de réseau,8.39,,probleme,frustration,abonnement,,,,,,error,yes
2025-11-19 11:25:58,74,1814081417405497766,gnabxnahc,rendez la wifi @free,10.62,,probleme,positive,panne,0,,,,,error,yes
2025-11-19 11:26:03,75,1814208069481422980,Ben29072013,@Freebox Non mais vous répondre trois jours après... Super le service après vente,4.99,,probleme,frustration,facturation,-2,False,probleme,frustration,-2,success/error,yes
2025-11-19 11:26:09,76,1814215859520352478,MasimSaid,@Freebox Bonjour j'ai fait installer votre box depuis 10 min. Mais comment on fait pour avoir un être humain en ligne pour assistance ? Impossible au 3244 ni au 1044. Merci,6.61,,probleme,frustration,,-6,,,,,error,yes
2025-11-19 11:26:23,77,1814220122342470038,Dorban,"@Freebox bonjour Free. Cela fait 1 mois que je n'ai plus internet. Un rdv avait été fixé puis annulé pour, je cite puisque vous deviez intervenir dans ""les plus brefs délais"".\nNous 'avons as la même notion de bref délais.\nQue faut-il faire pour avoir internet ?",13.39,,probleme,frustration,facturation,,,,,,error,yes
2025-11-19 11:26:34,78,1814232564715966700,MichaelPincebo1,"@Xavier75 @free @Freebox \nBonjour Monsieur Niel\nVoila plus 20 ans que j'encense Free depuis Freesurf !\nJ'ai tous mes forfaits chez vous ...\nDepuis le 15 fev maintenant, je n'ai plu la fibre pro dans ma société qui, de fait, est en péril ... Que faire ??? \nQuelle déception ...",11.35,,probleme,frustration,resiliation,,,,,,error,yes
2025-11-19 11:26:45,79,1814238911964512258,TabaryErwin,@free Normal pour vous qu'un des vos employés a souscrit a ma place sans mon accord un abonnement Free mobile et que l'on me demande d'envoyer un courrier de rétractation pour un abonnement que JE n'ai pas pris ?,11.34,True,probleme,colère,abonnement,9,,,,,error,yes
2025-11-19 11:26:53,80,1814253298322477539,cavasesavoir2,@Free_1337 @Freebox Dites @Freebox vous n’avez pas honte de couper toute connexion et d’afficher un message d’erreur sur la freebox « contactez un technicien pour installer la fibre » c’est quoi ce forcing en pleines vacances d’été? Vous pouvez pas attendre la rentrée? On n’est pas encore en 2025!,7.25,,probleme,frustration,abonnement,,,,,,error,yes
2025-11-19 11:27:06,81,1814266726114107603,reisen67,"@free 3 semaines sans internet et rien ne bouge malgré plusieurs appels, des rdv techniciens annulés... Chez free quand ça fonctionne c'est bien mais quand il y a un problème technique il n'y a plus personne, ni même au téléphone. Chez free j'ai tout compris : FUIR !",13.82,,probleme,frustration,panne,-8,,,,,error,yes
2025-11-19 11:27:16,82,1814276844889289006,Francedz213,"Impossible de contacter l’assistance free si c’est pas avec le numero de mobile de la personne concernée ! Super, on peut pas aider les retraités !! @Freebox",9.79,,probleme,colère,abonnement,0,,,,,error,yes
2025-11-19 11:27:27,83,1814296005510144260,enzonaute,"@microlinux_eu @free l’assistance Free devient complètement aberrante, l’invention de Proxy n’arrange pas moins la situation",10.73,,probleme,frustration,abonnement,,,,,,error,yes
2025-11-19 11:27:32,84,1814299035529834820,MissWlad,@InfoAbonneCanal abonnée myCANAL via @free je n’ai pas récupéré la diffusion sur mon téléviseur….ça fonctionne sur tablette…est-ce normal?,4.83,,probleme,frustration,panne,0,False,probleme,frustration,0,success,yes
2025-11-19 11:27:43,85,1814306411746054410,raynald62,@Free_1337 @free @nPerf Sa donne que j’ai besoin de couverture au travail  help me !! saint Pol sur Ternoise 62130 https://t.co/VQnBAjvekI,11.62,,probleme,frustration,facturation,,,,,,error,yes
2025-11-19 11:27:50,86,1814314333343465484,mrkilkenny91,@ultrakfr @OQEEbyFree @Freebox Toujours de chaine 103 et 104 HDR sur @OQEEbyFree sur ma tv samsung.,6.88,,probleme,anger,abonnement,,,,,,error,yes
2025-11-19 11:28:01,87,1814327641547145515,ADianeadam,@free  c'est normal de balader vos clients victimes d'un écrasement de ligne pendant un mois sans aucune information sur un délai d'intervention ? Pourtant la loi vous donne 8 jours pour rétablir la connexion. Ou alors free je n'ai pas tout compris,10.4,,probleme,colere,resiliation,,,,,,error,yes
2025-11-19 11:28:10,88,1814334384704565600,CalieeeFourchon,@Freebox je n’en peux plus 1 mois que la box s’arrête en pleine journée pour ne redémarrer qu’a 23h impossible de vous joindre ! C’est terminé je résilie. À ce niveau c’est de l’incompétence.,8.98,,probleme,frustration,resiliation,-8,,,,,error,yes
2025-11-19 11:28:17,89,1814336508846899237,JosDuklein,"@Free_1337 @free il faudrait deja commencer par assurer un reseau correct ! pas de reseau mobile depuis une semaine dans le Nord des Landes, free annonce une maintenance des relais, et maintenant comme ça dure, free accuse Enedis pour une histoire de ""compteur electrique"" de qui se moque t'on ??",6.98,,probleme,frustration,,,False,,frustration,-8,success/error,yes
2025-11-19 11:28:33,90,1814336903992541578,DebyZknd,C’est quoi le problème avec @free ? La wifi de chez moi n’arrête pas de sauter. Je paye 48€ par mois pour ne pas avoir de connexion. Foutaise !,16.49,,probleme,frustration,abonnement,4,,,,,error,yes
2025-11-19 11:28:40,91,1814344612590358589,lachainelequipe,C’est parti pour la finale du Mondial de rugby U20 💪🇫🇷\n\nALLEZ LES BLEUETS ! \n\n#lequipeRUGBY https://t.co/t6LVY8kpuM,7.2,,probleme,,information,,,,,,error,yes
2025-11-19 11:28:50,92,1814348139559612633,AnaisSeref,"Commence vraiment à m'agacer @Freebox. 3 jours pas de Tv pas d'internet, censé être rétabli à 16h, toujours rien. C'est pas la 1ere fois que ça merde",9.9,,probleme,colère,,,,,,,error,yes
2025-11-19 11:28:58,93,1814348364185538617,Fab_LCL,La diffusion de @BFMTV interrompue depuis plus de dix’ minutes sur @free #freebox @Freebox,7.4,,probleme,colere,,0,,,,,error,yes
2025-11-19 11:29:04,94,1814348631937311037,Lecteur_Du_Soir,"@Freebox @free \n\nCoucou ! \nJe n'arrive pas à me faire comprendre par votre conseiller, \n\nJe souhaite avoir &gt; Freebox Ultra. \nJe possède déjà un abo netflix + prime : \n\nJe n'aurai plus qu'à payer la différence entre le tarif de votre forfait Netflix et le prix de ma formule ?",6.86,,retour_client,frustration,resiliation,4,,,,,error,yes
2025-11-19 11:29:14,95,1814348648827834768,frigotier59,"@Freebox bonjour, pas mal de problème de réception chaînes, êtes-vous confronté à divers problèmes ? Merci pour votre retour",9.47,,probleme,satisfaction,problème de réception chaînes,-3,,,,,error,yes
2025-11-19 11:29:21,96,1814350121863180290,Michaela31700,"@Fab_LCL @BFMTV @free @Freebox J'ai FR2/FR3 et quelques autres où j'ai un écran noir. BFM ça s'arrête, revient, s'arrête.....",7.15,,probleme,colere,panne,-5,,,,,error,yes
2025-11-19 11:29:32,97,1814351024800338122,Azyakitte,@DebyZknd @free Je pensais être le seul ça me clc la sah,10.57,,probleme,,erreurs_de_frapping,,,,,,error,yes
2025-11-19 11:29:41,98,1814351117712818309,kaelinou,"@lachainelequipe @RugbyWorldCupFR @rugbyworldcup @WorldRugby @worldrugbymedia Ho @free c'est quoi cette merde là j'ai beau redémarrer la box,\n là chaine l'équipe 21 fait que de couper\nSur mycanal ça coupe pas...",9.81,,probleme,colere,panne,,,,,,error,yes
